 
file: ,ProgramData/59/1040.txt
ids: ,"['ProgramData/59/1682.txt', 'ProgramData/92/807.txt', 'ProgramData/80/1004.txt', 'ProgramData/19/3074.txt', 'ProgramData/64/3195.txt', 'ProgramData/64/1944.txt', 'ProgramData/41/982.txt', 'ProgramData/71/1197.txt', 'ProgramData/2/842.txt', 'ProgramData/25/974.txt']"
distances: ,"[-3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07]"
 
file: ,ProgramData/59/207.txt
ids: ,"['ProgramData/15/318.txt', 'ProgramData/15/2348.txt', 'ProgramData/15/182.txt', 'ProgramData/15/1402.txt', 'ProgramData/46/1832.txt', 'ProgramData/15/2266.txt', 'ProgramData/15/761.txt', 'ProgramData/15/285.txt', 'ProgramData/15/288.txt', 'ProgramData/15/2166.txt']"
distances: ,"[0.27271151542663574, 0.28524309396743774, 0.2936384677886963, 0.29840582609176636, 0.3022572994232178, 0.30238837003707886, 0.3028477430343628, 0.3033103346824646, 0.3043149709701538, 0.30495762825012207]"
 
file: ,ProgramData/92/1080.txt
ids: ,"['ProgramData/8/538.txt', 'ProgramData/8/728.txt', 'ProgramData/8/31.txt', 'ProgramData/8/352.txt', 'ProgramData/8/407.txt', 'ProgramData/84/86.txt', 'ProgramData/104/578.txt', 'ProgramData/8/25.txt', 'ProgramData/52/4870.txt', 'ProgramData/8/485.txt']"
distances: ,"[0.24647527933120728, 0.25481510162353516, 0.2696463465690613, 0.28053057193756104, 0.28786563873291016, 0.28856736421585083, 0.2971518039703369, 0.31568777561187744, 0.31870603561401367, 0.31993454694747925]"
 
file: ,ProgramData/92/764.txt
ids: ,"['ProgramData/59/1682.txt', 'ProgramData/92/807.txt', 'ProgramData/80/1004.txt', 'ProgramData/19/3074.txt', 'ProgramData/64/3195.txt', 'ProgramData/64/1944.txt', 'ProgramData/41/982.txt', 'ProgramData/71/1197.txt', 'ProgramData/2/842.txt', 'ProgramData/25/974.txt']"
distances: ,"[-3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07]"
 
file: ,ProgramData/92/1156.txt
ids: ,"['ProgramData/59/1682.txt', 'ProgramData/92/807.txt', 'ProgramData/80/1004.txt', 'ProgramData/19/3074.txt', 'ProgramData/64/3195.txt', 'ProgramData/64/1944.txt', 'ProgramData/41/982.txt', 'ProgramData/71/1197.txt', 'ProgramData/2/842.txt', 'ProgramData/25/974.txt']"
distances: ,"[-3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07]"
 
file: ,ProgramData/92/383.txt
ids: ,"['ProgramData/59/1682.txt', 'ProgramData/92/807.txt', 'ProgramData/80/1004.txt', 'ProgramData/19/3074.txt', 'ProgramData/64/3195.txt', 'ProgramData/64/1944.txt', 'ProgramData/41/982.txt', 'ProgramData/71/1197.txt', 'ProgramData/2/842.txt', 'ProgramData/25/974.txt']"
distances: ,"[-3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07, -3.5762786865234375e-07]"
 
file: ,ProgramData/92/797.txt
